,time_(s),rew_action_rate,rew_balance,rew_forward_progress,rew_height,rew_motor_effort,rew_smoothness,rew_stability,rew_termination,rew_total,rew_success,x,y,z,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z,global_linear_x,global_linear_y,global_linear_z,global_angular_x,global_angular_y,global_angular_z,front_left,front_right,rear_left,rear_right,position_FL_hip_joint,position_FL_thigh_joint,position_FL_calf_joint,position_FR_hip_joint,position_FR_thigh_joint,position_FR_calf_joint,position_RL_hip_joint,position_RL_thigh_joint,position_RL_calf_joint,position_RR_hip_joint,position_RR_thigh_joint,position_RR_calf_joint,torque_FL_hip_joint,torque_FL_thigh_joint,torque_FL_calf_joint,torque_FR_hip_joint,torque_FR_thigh_joint,torque_FR_calf_joint,torque_RL_hip_joint,torque_RL_thigh_joint,torque_RL_calf_joint,torque_RR_hip_joint,torque_RR_thigh_joint,torque_RR_calf_joint,out_of_limits,rollout
8,0.16,-0.0,1.75,0.0,0.24,-0.0,-1.03,3.97,0.0,4.93,9.0,7.49,12.6,0.98,-0.37,0.86,-1.19,-0.48,-2.44,-0.43,-2.19,-1.23,0.23,-2.19,-1.23,0.23,19.3,0.0,0.0,0.0,2.5,53.8,-120.8,8.1,42.3,-115.5,9.2,40.9,-50.3,10.5,43.3,-62.3,2.8,3.8,5.2,-2.0,-3.4,-4.5,-5.7,-4.2,-5.3,-2.8,-2.4,-1.9,1,2
10,0.2,-0.0,2.12,0.0,0.27,-0.0,-1.45,5.1,0.0,6.04,11.0,7.5,12.62,0.92,-0.55,0.85,-1.26,1.17,0.64,-0.18,1.23,-0.54,-0.15,1.23,-0.54,-0.15,15.7,0.0,0.0,106.3,-5.0,50.4,-132.6,11.7,47.2,-156.0,-1.8,39.0,-55.0,1.9,46.4,-80.2,-2.1,2.9,3.5,3.8,-1.3,-1.9,-0.9,-12.3,9.1,2.8,-10.3,7.3,1,2
12,0.24,-0.0,2.5,0.0,0.28,-0.0,-1.79,6.22,0.0,7.21,13.0,7.51,12.64,0.86,-0.56,0.92,-0.81,-3.76,2.09,-0.07,-0.84,4.03,-1.23,-0.84,4.03,-1.23,126.6,0.0,45.6,91.8,-10.4,63.8,-156.0,8.4,56.2,-156.0,-2.5,35.6,-48.0,-2.2,39.9,-72.1,-5.8,-8.8,12.2,11.9,2.5,-19.7,-4.1,-17.4,19.7,2.8,-10.9,1.7,3,2
14,0.28,-0.0,2.87,0.0,0.29,-0.0,-1.89,7.34,0.0,8.61,15.0,7.52,12.68,0.83,-0.69,0.8,-0.02,-0.1,-0.13,-0.02,-0.17,0.0,0.03,-0.17,0.0,0.03,87.6,72.7,36.0,158.8,-11.9,68.1,-156.0,15.8,62.9,-156.0,-7.0,30.7,-48.0,-7.1,27.5,-61.1,-9.5,-15.8,1.9,14.1,5.9,-19.7,-13.3,-21.3,22.2,6.3,-18.8,-0.8,3,2
16,0.32,-0.0,3.24,0.0,0.29,-0.0,-2.01,8.47,0.0,9.99,17.0,7.52,12.72,0.83,-0.8,0.76,0.35,2.2,-1.18,-0.28,0.4,-2.45,0.36,0.4,-2.45,0.36,41.0,66.0,54.1,141.7,-18.3,64.3,-156.0,21.3,68.1,-156.0,-17.3,27.9,-48.0,-14.8,13.5,-48.0,-16.4,-15.6,-3.7,14.4,1.7,-19.7,-12.6,-21.3,22.8,11.3,-20.2,4.9,4,2
18,0.36,-0.0,3.6,0.0,0.3,-0.0,-2.07,9.59,0.0,11.42,19.0,7.53,12.77,0.83,-0.88,0.83,0.4,0.88,-1.92,-0.63,-1.05,-1.94,0.11,-1.05,-1.94,0.11,32.0,62.2,80.2,149.9,-24.3,56.2,-156.0,30.9,70.3,-156.0,-29.1,25.0,-48.0,-23.9,5.9,-48.0,-15.4,-10.5,-13.3,11.7,5.3,-19.7,-8.6,-21.2,22.8,15.0,-20.4,12.3,4,2
20,0.4,-0.0,3.96,0.0,0.3,-0.0,-2.12,10.71,0.0,12.85,21.0,7.53,12.82,0.82,-1.01,0.89,0.34,0.05,-2.13,-1.44,-1.81,-1.65,-0.78,-1.81,-1.65,-0.78,0.0,35.7,79.9,128.2,-27.3,51.0,-156.0,49.9,74.0,-156.0,-39.7,18.9,-48.0,-28.6,-6.9,-48.0,-12.6,-13.7,-19.8,1.0,7.2,-19.7,-6.4,-21.2,22.8,19.4,-18.9,20.3,4,2
22,0.44,-0.0,4.31,0.0,0.31,-0.0,-2.29,11.82,0.0,14.14,23.0,7.54,12.88,0.81,-1.2,1.04,0.32,-0.2,-2.04,-1.52,-1.9,-1.37,-0.99,-1.9,-1.37,-0.99,0.0,59.2,18.6,101.5,-33.5,44.0,-156.0,59.5,75.9,-156.0,-52.4,3.0,-48.0,-19.3,-30.3,-48.0,-8.6,-8.3,-19.7,-0.2,1.1,-19.7,-0.4,-16.5,22.8,17.9,-6.2,22.7,6,2
24,0.48,-0.0,4.65,0.0,0.3,-0.0,-2.44,12.9,0.0,15.41,25.0,7.55,12.95,0.8,-1.29,1.05,0.48,-9.31,-3.82,-0.65,-7.96,5.45,-2.92,-7.96,5.45,-2.92,0.0,0.0,198.6,102.8,-43.0,40.3,-156.0,59.6,73.0,-156.0,-56.5,-20.4,-48.0,0.0,-30.1,-48.0,-5.6,-3.0,-19.7,1.1,0.1,-15.1,-2.0,-7.2,22.8,16.1,-18.2,22.8,8,2
26,0.52,-0.0,4.99,0.0,0.18,-0.0,-2.52,13.93,0.0,16.58,27.0,7.57,13.01,0.76,-1.47,0.97,0.74,-8.59,-3.19,-1.89,-7.48,4.35,-3.56,-7.48,4.35,-3.56,0.0,0.0,93.5,74.5,-55.6,28.8,-156.0,59.9,69.6,-156.0,-35.9,-22.0,-48.0,23.2,-29.7,-48.0,0.5,-1.1,-19.7,2.1,0.5,-6.8,-15.5,-19.0,22.8,12.2,-18.1,22.8,8,2
28,0.56,-0.0,5.33,0.0,-0.12,-0.0,-2.6,14.94,-0.5,17.04,29.0,7.58,13.07,0.71,-1.66,0.85,0.97,-7.35,-2.4,-2.88,-6.81,2.7,-3.8,-6.81,2.7,-3.8,0.0,0.0,79.9,75.6,-59.5,15.8,-156.0,59.7,62.4,-156.0,-28.6,-23.8,-48.0,32.0,-29.7,-48.0,-3.1,-1.9,-19.7,2.6,1.6,-1.5,-15.3,-18.8,22.8,11.0,-18.2,22.8,8,2
30,0.6,-0.0,5.66,0.0,-0.68,-0.0,-2.64,15.93,-1.5,16.77,31.0,7.59,13.13,0.64,-1.88,0.64,1.2,-6.38,-1.82,-3.36,-6.29,1.56,-3.66,-6.29,1.56,-3.66,0.0,0.0,75.6,69.2,-59.9,8.5,-156.0,60.0,52.8,-156.0,-28.0,-24.1,-48.0,32.8,-29.7,-48.0,-2.2,-1.7,-19.7,1.7,2.7,-3.4,-13.9,-18.7,22.8,11.0,-18.0,22.3,8,2
32,0.64,-0.0,5.99,0.0,-1.54,-0.0,-2.66,16.93,-2.5,16.21,33.0,7.61,13.18,0.56,-2.12,0.29,1.41,-6.01,-1.22,-3.57,-5.98,0.89,-3.72,-5.98,0.89,-3.72,0.0,0.0,74.6,66.2,-59.9,5.1,-156.0,59.9,49.4,-156.0,-28.5,-24.0,-48.0,32.2,-29.7,-48.0,-2.0,-1.5,-19.7,-0.3,2.3,-6.9,-13.7,-18.7,22.8,11.3,-18.1,22.0,8,2
34,0.68,-0.0,6.31,0.0,-2.77,-0.0,-2.68,17.94,-3.5,15.3,35.0,7.62,13.24,0.47,-2.36,-0.21,1.55,-5.82,-0.54,-3.65,-5.71,0.25,-3.85,-5.71,0.25,-3.85,0.0,0.0,73.9,66.3,-59.9,4.0,-156.0,58.0,50.0,-156.0,-28.6,-23.9,-48.0,32.0,-29.7,-48.0,-1.8,0.8,-19.7,-0.7,-0.5,-8.6,-13.7,-18.8,22.8,11.4,-18.1,22.0,8,2
36,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51,12.53,1.14,-2.58,-0.85,1.52,-5.94,0.13,-3.7,-0.35,-0.2,0.2,-0.35,-0.2,0.2,0.0,0.0,73.8,65.7,3.2,68.6,-86.9,-4.3,34.0,-86.1,5.9,78.3,-114.6,-4.0,49.2,-54.5,-1.8,1.0,-19.7,1.1,-0.5,-11.0,-13.7,-18.8,22.8,11.4,-18.0,22.4,0,2
0,0.0,0.0,0.2,0.0,0.03,-0.0,-0.14,0.3,0.0,0.4,1.0,7.52,12.46,1.14,0.08,-0.21,-0.14,-0.18,0.77,-0.11,-0.76,-0.24,-0.1,-0.76,-0.24,-0.1,0.0,0.0,0.0,0.0,5.3,58.5,-99.3,-6.0,60.7,-104.0,4.3,39.2,-98.1,-1.8,65.0,-60.9,-0.8,-0.8,1.2,2.2,-0.4,-1.4,2.1,8.4,-1.9,-2.1,-1.6,-2.7,0,3
2,0.04,-0.0,0.59,0.01,0.1,-0.0,-0.27,0.89,0.0,1.33,3.0,7.52,12.47,1.12,0.12,-0.21,-0.57,-0.8,0.22,-0.2,-0.17,-0.82,-0.17,-0.17,-0.82,-0.17,0.0,0.0,0.0,0.0,6.7,49.8,-90.3,-5.0,50.7,-91.9,3.1,49.3,-89.5,-3.5,57.8,-78.3,-0.2,1.6,0.1,0.3,0.3,-3.6,0.5,-2.8,-0.4,1.4,0.2,-0.9,0,3
4,0.08,-0.0,0.99,0.03,0.16,-0.0,-0.49,1.73,0.0,2.41,5.0,7.53,12.47,1.09,0.17,-0.19,-1.01,-1.58,0.8,0.29,-0.72,-1.61,0.34,-0.72,-1.61,0.34,25.6,0.0,0.0,0.0,5.5,50.8,-90.8,-1.3,52.6,-117.2,6.8,47.5,-76.8,1.7,54.9,-90.2,3.9,1.5,-3.6,3.3,-5.1,-5.0,-1.5,-0.4,3.0,-0.3,4.6,-0.5,0,3
6,0.12,-0.0,1.38,0.04,0.21,-0.0,-0.73,2.91,0.0,3.81,7.0,7.54,12.48,1.04,0.19,-0.18,-1.28,0.18,0.27,-0.06,-0.27,0.16,-0.09,-0.27,0.16,-0.09,35.5,0.0,0.0,0.0,10.9,57.7,-103.9,3.7,42.7,-156.0,3.5,42.7,-66.7,5.3,60.3,-97.0,-3.9,-5.4,3.5,0.7,2.5,0.8,5.0,-5.0,3.6,2.2,-3.4,-2.2,1,3
8,0.16,-0.0,1.77,0.06,0.25,-0.0,-1.18,4.08,0.0,4.98,9.0,7.55,12.48,0.99,0.2,-0.34,-1.33,4.92,2.48,1.09,-2.82,4.82,0.59,-2.82,4.82,0.59,20.2,0.0,22.5,0.0,19.6,57.0,-109.5,7.6,39.4,-156.0,5.5,35.1,-56.1,8.1,56.0,-102.8,-4.6,-0.1,2.0,5.4,3.5,-18.6,-3.4,-15.4,5.7,-0.4,1.0,-0.2,1,3
10,0.2,-0.0,2.16,0.08,0.28,-0.0,-1.42,5.22,0.0,6.32,11.0,7.57,12.48,0.93,0.36,-0.69,-1.3,6.59,2.86,1.05,-3.35,6.42,0.45,-3.35,6.42,0.45,0.0,0.0,30.7,82.4,20.4,51.3,-107.0,13.6,57.0,-156.0,3.9,26.2,-48.0,7.9,54.2,-106.9,2.5,-5.0,1.9,3.3,-13.7,-19.2,-7.2,-12.5,4.9,-3.5,-13.0,4.3,2,3
12,0.24,-0.0,2.54,0.1,0.3,-0.0,-1.58,6.3,0.0,7.67,13.0,7.58,12.48,0.88,0.2,-0.63,-0.47,-1.37,2.66,-0.74,-2.43,-1.65,0.94,-2.43,-1.65,0.94,0.0,165.9,0.0,211.3,25.9,32.3,-86.2,-0.6,68.0,-156.0,-0.3,19.1,-48.0,3.1,53.1,-109.2,1.4,-2.2,10.1,2.4,-21.3,22.4,-5.0,11.5,11.3,-9.2,-11.4,8.0,2,3
14,0.28,-0.0,2.93,0.11,0.32,-0.0,-1.95,7.4,0.0,8.8,15.0,7.59,12.49,0.88,0.02,-0.35,0.26,-8.27,-2.06,-2.34,2.55,-8.46,0.14,2.55,-8.46,0.14,178.9,0.0,0.0,0.0,36.9,29.5,-67.1,-21.4,44.8,-137.6,0.3,39.6,-48.0,-3.9,46.9,-102.6,-15.7,7.1,-12.5,11.0,-19.6,22.1,7.9,-2.6,22.8,0.1,4.4,-2.2,1,3
16,0.32,-0.0,3.33,0.11,0.33,-0.0,-2.33,8.54,0.0,9.98,17.0,7.61,12.49,0.89,0.08,-0.56,-0.05,-8.73,-1.73,-2.05,2.2,-8.86,0.39,2.2,-8.86,0.39,63.9,0.0,0.0,0.0,55.1,48.8,-86.4,-13.4,3.3,-116.4,16.7,54.8,-48.0,-6.6,42.6,-104.0,-19.4,-11.4,-6.1,11.1,11.1,-21.1,0.9,-10.2,22.8,10.7,-4.3,4.3,2,3
18,0.36,-0.0,3.72,0.13,0.35,-0.0,-2.71,9.67,0.0,11.15,19.0,7.63,12.5,0.89,0.22,-0.52,-0.14,0.08,-3.26,0.08,3.11,0.26,0.95,3.11,0.26,0.95,65.9,0.0,0.0,98.3,58.5,58.5,-100.9,-5.8,11.1,-156.0,31.6,38.3,-48.0,3.7,37.4,-95.0,-20.2,10.7,-5.5,7.6,15.9,-13.8,-5.5,-7.4,22.0,19.2,1.6,14.6,3,3
20,0.4,-0.0,4.11,0.14,0.37,-0.0,-3.0,10.81,0.0,12.43,21.0,7.65,12.51,0.89,0.12,-0.51,-0.05,2.91,-0.81,0.84,0.41,3.01,0.8,0.41,3.01,0.8,0.0,0.0,54.6,3.8,44.2,78.2,-121.1,11.3,77.4,-156.0,31.5,34.0,-49.8,0.2,48.1,-81.7,4.2,-13.9,8.4,-2.3,-3.8,-19.7,-16.9,-18.5,-16.0,7.7,5.8,-0.9,2,3
22,0.44,-0.0,4.51,0.14,0.39,-0.0,-3.46,11.97,0.0,13.54,23.0,7.67,12.51,0.89,-0.16,-0.48,-0.38,5.55,2.83,1.52,-3.54,5.32,0.59,-3.54,5.32,0.59,0.0,107.2,45.8,21.9,51.4,51.1,-107.6,0.0,89.0,-156.0,18.5,33.0,-72.9,0.1,59.7,-92.0,-7.8,3.1,5.3,12.1,-7.8,-19.7,-11.4,-5.2,-5.6,3.7,-15.3,-1.7,1,3
24,0.48,-0.0,4.9,0.14,0.4,-0.0,-3.8,13.13,0.0,14.77,25.0,7.7,12.51,0.88,-0.03,-0.6,0.01,-2.25,0.68,-0.98,-0.41,-2.47,-0.47,-0.41,-2.47,-0.47,0.0,39.9,0.0,57.1,47.7,27.8,-76.1,-13.0,63.7,-156.0,12.7,30.2,-75.8,-3.2,52.5,-95.6,-8.4,4.8,-0.5,7.1,-13.0,-6.8,2.8,6.3,20.7,3.7,-9.7,2.7,1,3
26,0.52,-0.0,5.29,0.14,0.42,-0.0,-4.22,14.28,0.0,15.91,27.0,7.72,12.51,0.88,-0.03,-0.46,-0.04,-3.18,-0.84,-1.34,1.26,-3.29,-0.51,1.26,-3.29,-0.51,123.5,0.0,0.0,0.0,39.5,29.7,-79.1,-18.9,44.1,-138.7,11.2,37.3,-48.0,-4.3,48.7,-99.7,-18.1,2.5,-0.2,19.6,-14.4,4.7,-10.4,-16.4,22.8,-6.6,6.6,-1.8,1,3
28,0.56,-0.0,5.68,0.14,0.44,-0.0,-4.55,15.41,0.0,17.11,29.0,7.74,12.51,0.88,0.06,-0.59,-0.18,-3.43,-1.2,-1.32,1.58,-3.51,-0.39,1.58,-3.51,-0.39,59.7,0.0,18.8,0.0,46.9,35.6,-86.3,-14.5,34.4,-152.9,4.0,32.8,-48.0,-16.0,49.5,-103.0,-18.0,2.4,3.3,12.5,5.3,-5.5,4.1,-4.5,22.2,5.6,-7.0,-1.2,2,3
30,0.6,-0.0,6.07,0.15,0.45,-0.0,-4.82,16.53,0.0,18.38,31.0,7.76,12.51,0.88,0.12,-0.43,-0.28,0.95,-0.86,-0.74,1.08,0.91,-0.47,1.08,0.91,-0.47,63.7,0.0,58.7,0.0,49.4,45.9,-94.3,-8.1,46.8,-156.0,9.3,38.1,-48.0,-7.3,36.7,-103.3,-18.7,4.7,5.8,-1.6,3.4,-19.7,0.8,-17.9,19.3,15.0,7.0,4.2,2,3
32,0.64,-0.0,6.46,0.16,0.47,-0.0,-5.04,17.68,0.0,19.72,33.0,7.78,12.51,0.87,0.05,-0.43,-0.36,1.48,-0.71,-0.28,0.77,1.47,-0.15,0.77,1.47,-0.15,61.0,0.0,42.4,87.8,43.5,53.3,-99.9,-10.1,61.2,-156.0,5.8,42.6,-48.0,-11.7,46.9,-107.3,-15.5,7.3,7.7,5.3,-4.5,-19.7,1.1,-16.8,20.4,14.5,-0.2,3.4,2,3
34,0.68,-0.0,6.85,0.16,0.48,-0.0,-5.25,18.83,0.0,21.06,35.0,7.8,12.51,0.86,-0.14,-0.48,0.06,3.33,-0.15,0.34,0.07,3.35,0.2,0.07,3.35,0.2,0.0,0.0,75.7,132.7,44.1,41.4,-110.2,1.0,63.4,-156.0,9.4,41.4,-48.0,-8.2,56.4,-114.1,0.3,6.3,-4.3,11.6,-10.6,-19.7,-5.2,-21.5,20.7,17.5,-13.4,4.8,2,3
36,0.72,-0.0,7.25,0.16,0.49,-0.0,-5.43,19.97,0.0,22.42,37.0,7.82,12.5,0.87,-0.22,-0.37,0.14,-0.26,1.97,-0.48,-1.75,-0.34,-1.0,-1.75,-0.34,-1.0,0.0,0.0,76.5,3.7,44.3,30.5,-118.6,12.1,62.9,-156.0,16.6,36.5,-48.0,0.6,51.7,-108.5,-8.2,-1.6,4.7,5.9,-3.2,-19.7,-15.2,-21.6,13.7,6.0,-0.9,-1.3,2,3
38,0.76,-0.0,7.64,0.16,0.51,-0.0,-5.55,21.1,0.0,23.85,39.0,7.83,12.5,0.88,-0.2,-0.29,0.06,3.9,1.25,-0.96,-0.85,3.69,-1.84,-0.85,3.69,-1.84,0.0,48.8,7.8,0.0,37.8,30.3,-106.9,5.7,60.1,-156.0,7.1,30.6,-48.0,-2.2,47.6,-108.3,-10.2,0.6,1.0,14.6,-17.3,-19.2,-11.3,-19.4,19.6,-4.5,4.1,0.7,2,3
40,0.8,-0.0,8.03,0.16,0.52,-0.0,-5.68,22.25,0.0,25.28,41.0,7.84,12.49,0.88,-0.19,-0.32,0.07,0.05,-0.75,-1.04,0.83,-0.21,-0.96,0.83,-0.21,-0.96,95.2,31.3,18.7,0.0,33.8,31.1,-104.1,-0.1,59.3,-156.0,1.6,31.4,-48.0,-13.8,47.7,-102.0,-9.7,4.8,5.0,14.4,-1.3,-16.5,3.3,0.4,22.8,-1.5,-4.0,3.5,2,3
42,0.84,-0.0,8.42,0.16,0.54,-0.0,-5.82,23.41,0.0,26.71,43.0,7.85,12.48,0.89,-0.07,-0.34,-0.11,1.21,-2.01,-1.29,2.27,0.78,-1.2,2.27,0.78,-1.2,143.2,9.3,15.5,0.0,35.3,36.6,-99.7,8.1,72.9,-156.0,8.2,35.7,-48.0,-20.2,35.7,-89.8,-14.6,18.0,7.0,-2.0,7.6,-19.7,0.4,-2.7,21.9,11.6,5.6,-0.1,2,3
44,0.88,-0.0,8.82,0.16,0.56,-0.0,-6.03,24.6,0.0,28.1,45.0,7.87,12.48,0.88,-0.01,-0.33,-0.33,1.79,-2.61,-0.92,2.9,1.28,-0.9,2.9,1.28,-0.9,57.5,0.0,44.4,50.3,28.8,62.9,-105.0,-4.5,87.6,-156.0,4.8,48.2,-48.0,-26.8,47.0,-83.6,-15.6,8.7,4.8,1.1,-10.2,-19.7,-4.0,-14.6,18.7,16.2,-6.5,-1.7,2,3
46,0.92,-0.0,9.22,0.16,0.57,-0.0,-6.28,25.79,0.0,29.45,47.0,7.88,12.47,0.86,-0.27,-0.4,-0.45,-1.76,0.01,-0.17,-0.36,-1.71,-0.28,-0.36,-1.71,-0.28,0.0,0.0,0.3,54.4,28.3,70.3,-109.8,-4.3,73.7,-156.0,6.4,56.1,-48.0,-27.5,57.2,-79.1,5.7,-14.9,-4.3,7.9,-5.2,-19.7,-12.4,-19.7,14.5,10.9,-8.7,-4.9,2,3
48,0.96,-0.0,9.61,0.16,0.58,-0.0,-6.44,26.97,0.0,30.87,49.0,7.9,12.45,0.86,-0.31,-0.47,-0.01,-5.07,3.36,0.31,-4.37,-4.24,0.13,-4.37,-4.24,0.13,0.0,0.0,5.8,48.9,38.2,38.9,-109.3,6.2,70.0,-156.0,15.6,46.5,-48.0,-15.9,49.3,-73.1,-1.2,-1.0,1.7,11.3,-10.9,-19.7,-18.3,-21.0,16.0,10.8,-11.8,-11.4,2,3
50,1.0,-0.0,10.01,0.16,0.59,-0.0,-6.61,28.12,0.0,32.27,51.0,7.91,12.44,0.87,-0.11,-0.52,0.13,1.48,2.94,-0.14,-2.5,1.97,-0.84,-2.5,1.97,-0.84,0.0,0.0,0.0,82.5,40.8,22.4,-97.4,10.4,67.3,-156.0,16.1,35.8,-48.0,-10.8,39.8,-71.4,-4.8,2.5,3.2,12.5,-14.7,-19.7,-18.4,-21.5,14.3,4.3,-6.4,-15.9,2,3
52,1.04,-0.0,10.41,0.16,0.61,-0.0,-6.72,29.26,0.0,33.7,53.0,7.93,12.44,0.88,-0.04,-0.51,0.19,1.5,1.99,-0.88,-1.56,1.59,-1.42,-1.56,1.59,-1.42,0.0,37.3,0.0,0.0,38.3,19.9,-81.2,2.0,62.3,-156.0,9.3,29.9,-48.0,-13.2,39.8,-93.6,-6.6,6.6,2.6,12.5,-15.3,-7.2,-5.6,-16.3,21.0,-3.6,-2.7,-2.1,2,3
54,1.08,-0.0,10.81,0.16,0.62,-0.0,-6.89,30.39,0.0,35.09,55.0,7.95,12.43,0.88,0.05,-0.49,0.04,-1.03,0.61,-0.97,-0.9,-1.09,-0.61,-0.9,-1.09,-0.61,126.5,0.0,0.0,0.0,41.2,25.6,-81.5,-0.9,57.2,-156.0,10.2,33.2,-48.0,-18.9,30.2,-107.2,-16.0,5.6,-5.1,7.4,0.8,-18.7,4.5,-0.0,22.7,4.8,1.5,8.9,2,3
56,1.12,-0.0,11.2,0.17,0.64,-0.0,-7.06,31.52,0.0,36.47,57.0,7.97,12.43,0.88,0.22,-0.44,-0.13,3.08,-0.36,-0.54,1.26,2.44,-1.53,1.26,2.44,-1.53,125.4,0.0,0.0,97.3,36.1,40.6,-98.4,-2.0,62.6,-156.0,16.0,35.8,-48.0,-24.2,27.0,-94.4,-17.2,9.9,0.1,0.2,-3.4,-19.7,-4.6,-6.4,21.6,15.5,-0.4,8.1,2,3
58,1.16,-0.0,11.6,0.19,0.66,-0.0,-7.18,32.66,0.0,37.92,59.0,7.99,12.43,0.87,0.23,-0.48,-0.16,1.33,0.31,-0.46,0.07,1.15,-0.86,0.07,1.15,-0.86,34.8,0.0,28.0,103.5,25.8,61.1,-112.4,-11.1,62.9,-156.0,10.7,29.3,-48.0,-32.6,31.9,-80.0,-8.8,-4.7,2.2,3.4,-1.9,-19.7,-8.5,-14.1,7.7,14.8,-5.4,-0.7,2,3
60,1.2,-0.0,11.98,0.21,0.67,-0.0,-7.36,33.79,0.0,39.28,61.0,8.01,12.43,0.86,0.16,-0.5,-0.16,-3.31,0.99,-0.38,-2.07,-2.61,1.0,-2.07,-2.61,1.0,0.0,62.3,75.6,94.8,32.8,55.1,-111.3,-9.7,65.8,-156.0,13.7,25.6,-48.0,-29.5,34.4,-81.1,-2.5,1.5,4.4,4.8,1.9,-19.7,-16.9,-19.2,1.9,13.8,-4.2,-5.0,2,3
62,1.24,-0.0,12.37,0.22,0.68,-0.0,-7.48,34.92,0.0,40.7,63.0,8.03,12.43,0.86,0.12,-0.45,0.06,0.41,-0.14,-0.35,0.22,0.17,-0.48,0.22,0.17,-0.48,51.8,56.0,70.2,55.6,36.1,40.2,-97.4,-2.0,65.5,-156.0,22.5,21.1,-48.0,-19.0,40.8,-87.8,-3.3,3.9,-0.2,5.4,-0.3,-19.7,-17.2,-19.8,9.8,7.6,-3.6,-8.5,2,3
64,1.28,-0.0,12.76,0.23,0.69,-0.0,-7.56,36.04,0.0,42.16,65.0,8.05,12.43,0.86,0.23,-0.41,0.07,2.51,-0.65,-0.9,1.32,1.55,-1.84,1.32,1.55,-1.84,32.2,124.8,45.8,18.3,31.8,34.1,-89.8,-5.7,66.2,-155.7,20.8,20.4,-48.0,-18.9,49.2,-101.1,-3.8,3.6,-0.7,12.8,-19.6,18.1,-15.7,0.7,21.8,2.1,1.3,-4.3,2,3
66,1.32,-0.0,13.15,0.25,0.7,-0.0,-7.81,37.18,0.0,43.46,67.0,8.07,12.43,0.86,0.29,-0.33,0.27,-2.81,-2.63,-1.6,0.84,-4.02,-0.69,0.84,-4.02,-0.69,44.7,0.0,0.0,0.0,27.6,39.0,-97.1,-23.5,52.1,-133.2,17.9,33.9,-48.0,-18.8,58.6,-98.6,-13.5,1.2,2.8,15.4,-18.7,3.3,0.5,0.8,22.8,-0.7,-10.5,3.4,1,3
68,1.36,-0.0,13.54,0.28,0.72,-0.0,-8.15,38.01,0.0,44.4,69.0,8.09,12.44,0.87,0.36,-0.43,0.27,-5.2,-2.49,-1.95,-0.42,-6.06,-0.29,-0.42,-6.06,-0.29,0.0,0.0,0.0,0.0,33.4,36.1,-101.4,-20.9,29.1,-140.7,20.3,48.2,-48.0,-11.7,46.5,-73.6,-15.4,-4.0,10.3,15.2,8.7,-7.6,-2.6,-12.8,22.8,5.9,-1.6,5.4,1,3
70,1.4,-0.0,13.94,0.31,0.73,-0.01,-8.5,39.14,0.0,45.62,71.0,8.11,12.45,0.88,0.39,-0.38,0.09,0.64,-1.12,-0.87,1.41,-0.25,-0.61,1.41,-0.25,-0.61,9.1,0.0,69.5,131.8,40.9,32.5,-80.8,-6.8,34.9,-156.0,23.2,44.9,-48.0,-5.2,47.7,-71.8,-15.1,6.3,4.0,-3.8,8.1,-19.7,-6.2,-18.3,20.5,18.7,-11.8,-12.6,2,3
72,1.44,-0.0,14.33,0.34,0.75,-0.01,-8.65,40.29,0.0,47.05,73.0,8.13,12.45,0.88,0.33,-0.26,-0.02,3.43,1.51,-0.38,0.66,3.53,-1.15,0.66,3.53,-1.15,0.0,0.0,73.1,40.7,35.7,21.9,-81.8,-7.1,54.8,-156.0,22.1,39.5,-48.0,-7.1,53.6,-84.5,-0.2,5.7,-3.6,2.7,-3.2,-19.7,-11.4,-19.9,1.9,10.4,-11.3,-4.5,2,3
74,1.48,-0.0,14.73,0.36,0.76,-0.01,-8.78,41.43,0.0,48.5,75.0,8.14,12.45,0.87,0.36,-0.23,-0.21,2.54,3.7,-0.5,-1.68,3.98,-1.33,-1.68,3.98,-1.33,0.0,0.0,53.4,58.5,38.6,19.0,-92.5,-6.8,59.1,-156.0,18.4,27.6,-48.0,-10.7,48.1,-92.5,-3.9,6.7,4.0,9.0,-0.7,-19.7,-15.7,-13.3,-4.3,9.4,-6.4,-6.3,2,3
76,1.52,-0.0,15.12,0.39,0.78,-0.01,-8.93,42.57,0.0,49.93,77.0,8.16,12.46,0.87,0.34,-0.19,0.35,0.95,-0.16,-1.22,0.36,0.33,-1.48,0.36,0.33,-1.48,117.8,41.2,94.6,43.3,31.9,28.7,-88.4,-7.2,62.2,-156.0,14.8,23.4,-48.0,-10.7,50.1,-97.2,-0.3,1.1,-1.1,8.0,-7.9,-16.0,-12.6,-11.6,13.3,7.1,0.1,-2.8,2,3
78,1.56,-0.0,15.52,0.42,0.79,-0.01,-9.0,43.7,0.0,51.42,79.0,8.17,12.47,0.88,0.38,-0.13,0.32,1.73,-0.19,-1.5,0.76,0.81,-2.02,0.76,0.81,-2.02,61.2,173.9,0.0,0.0,28.0,29.1,-88.3,-13.5,58.6,-151.8,11.7,25.0,-48.0,-8.6,55.0,-101.6,-8.2,2.3,1.1,12.6,-20.8,21.8,-8.1,7.6,22.8,-3.9,0.9,2.2,2,3
